idProducto,titulo,categoria,descripcion,precio,tags,stock,imagen,link,region,ciudad,cantidadReviews,unaEstrella,dosEstrellas,tresEstrellas,cuatroEstrellas,cincoEstrellas,reviewPromedio,likes,dislikes,opiniones,idVendedor,nombre,tagsVendedor,regionVendedor,ciudadVendedor,reputacion,reputacionEstrellas,completadas,canceladas,total,ratingPositivo,ratingNeutral,ratingNegativo,ventas,reclamos,entregasRetrasadas,cancelaciones,DISPLAY_BRAND,DISPLAY_LINE,DISPLAY_MODEL,MANUFACTURER,DISPLAY_TYPE,COLOR,COMPATIBLE_CELLPHONE_BRANDS,COMPATIBLE_CELLPHONE_LINES,COMPATIBLE_CELLPHONE_MODELS,PACKAGE_HEIGHT,PACKAGE_WIDTH,PACKAGE_LENGTH,PACKAGE_WEIGHT,GTIN,EMPTY_GTIN_REASON,SCREEN_TECHNOLOGY,DISPLAY_SIZE,WEIGHT,WIDTH,LENGTH,ITEM_CONDITION,MPN,BRAND,MODEL,SELLER_SKU,IS_FLAMMABLE,IS_KIT,DESCRIPTIVE_TAGS,PRODUCT_FEATURES,PRODUCT_CHEMICAL_FEATURES,FOODS_AND_DRINKS,MEDICINES,BATTERIES_FEATURES,SHIPMENT_PACKING,ADDITIONAL_INFO_REQUIRED,EXCLUDED_PLATFORMS,IS_SUITABLE_FOR_SHIPMENT,PRODUCT_DATA_SOURCE,LIMITED_MARKETPLACE_VISIBILITY_REASONS,HAS_COMPATIBILITIES
MLC917114144,Pantalla Nokia 6 Original,MLC48906,"================= FIXMOBILE ======================


 ESPECIFICACIONES TÉCNICAS:

Pantalla Calidad Original Nokia 6

-------------------------------------------------------------------------------------------- 

 PRECIOS PREFERENCIALES EN INSTALACIÓN

 EN NUESTRO LOCAL PARA NUESTROS CLIENTES DE MERCADO LIBRE 

-------------------------------------------------------------------------------------------- 

DESPACHO O RETIRO:
| Delivery y Envíos a todo Chile !

| Puedes retirar el producto de forma personal en nuestra tienda física. 
 
| Si vives en una zona alejada a nuestra tienda, puedes utilizar Mercado Envíos,
 que nos permite llegar a cualquier parte del país y te enviamos el producto a la sucursal de correo más cercana a tu casa u oficina, estés donde estés.

 Estamos ubicados en el centro de la ciudad de Viña del Mar !

-------------------------------------------------------------------------------------------

MEDIOS DE PAGO:

- Transferencia, efectivo y puedes pagar con tarjeta de credito hasta en 12 cuotas a través de mercado pago !

-------------------------------------------------------------------------------------------- 

| EN CASO DE ALGÚN PROBLEMA POR FAVOR NO INICIE UN RECLAMO 

YA QUE POR LAS NUEVAS POLÍTICAS DE MERCADO LIBRE SOLO NOS GENERA PROBLEMAS 

CON LA REPUTACIÓN 

================= FIXMOBILE ======================",24900,good_quality_thumbnail loyalty_discount_eligible kvs_primary immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_779559-MLC71520153068_092023-I.jpg,https://articulo.mercadolibre.cl/MLC-917114144-pantalla-nokia-6-original-_JM,Valparaíso,Viña Del Mar,0,1,0,0,0,0,0,0,0,,709729032,FIXMOBILEVIÑA,normal mshops credits_profile messages_as_seller,Valparaíso,Viña Del Mar,3,5,2906,440,3346,0.89,0.05,0.06,602,0.0137,0.0253,0,nokia,,6,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC963178972,Pantalla Para Motorola G3  + Mica Regalo - Dcompras,MLC48906,"Pantalla para Motorola G3 - Moto G Tercera Generación + Lamina Regalo
Pantalla compatible con Moto G3 - Dcompras

Modelos compatibles: XT1541, XT1540, XT1548, Moto G3


TODOS LOS PRODUCTOS CON GARANTÍA 100% (SIEMPRE QUE ESTE EN LAS MISMAS CONDICIONES QUE SE ENTREGO CON SUS PLÁSTICOS, ADHESIVOS ETC.) Sin despegar.

Políticas de Compra, Medios de Pago y Preguntas Frecuentes se encuentran en las imágenes del producto.
Estamos Cercano a los Metro LO VIAL y DEPARTAMENTAL.
Hacemos envíos por Chile Express, Starken y Pullman a Regiones
Cualquier Duda será respondida a la Brevedad.",10990,good_quality_thumbnail kvs_primary loyalty_discount_eligible immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_763957-MLC49111537534_022022-I.jpg,https://articulo.mercadolibre.cl/MLC-963178972-pantalla-para-motorola-g3-mica-regalo-dcompras-_JM,RM (Metropolitana),San Miguel,1,0,0,0,0,1,5,0,0,,1073339417,DEASISCLO20220212191344,normal credits_profile messages_as_seller,RM (Metropolitana),San Miguel,3,5,5113,578,5691,0.92,0.04,0.04,824,0.0165,0.0136,0.0044,,,,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1201543595,Pantalla Para Samsung Galaxy A03 + Mica De Regalo - Ltc ,MLC48906,"SOMOS LA TIENDA DEL CELULAR. 

PRODUCTO: PANTALLA COMPATIBLE CON SAMSUNG GALAXY A03 MAS LAMINA DE REGALO.

DISPONIBLE EN: NEGRO. 

GARANTIA:
RECORDAR PROBAR LOS PRODUCTOS ANTES DE PEGARLO. UNA VEZ PEGADO NO SE PUEDE TRAMITAR CAMBIOS NI DEVOLUCIÓN. EN CASO DE NO PODER LLEVAR A CABO LA INSTALACIÓN CORRECTAMENTE COMUNICATE CON NUESTRO SERVICIO TÉCNICO DE LUNES A VIERNES DESDE LAS 10 AM HASTA LAS 6 PM. 

DESCRIPCIÓN

PRODUCTO NUEVO AL ALCANCE DE TU BOLSILLO!!

TÉRMINOS Y CONDICIONES
-----------------------------------------------------------

- Todos nuestros productos tienen 1 mes de garantía por fallas de fabricación y con sus embalajes y protecciones originales.

- Los Repuestos de teléfono u cualquier articulo comprado en nuestro sitio debe ser revisados por un profesional o técnico especializado antes de ser instalados, generando pruebas de funcionamiento optimas para recién ser instalado en el equipo. 

- Solo se efectuaran Garantías siempre que cuente con sus plásticos u envoltorios originales y sin deterioros. El incumplimiento de estos puntos sera causa de rechazo y no se podrá efectuar garantías correspondientes.

- Nuestro horario de atención es de Lunes a Viernes de 09:00 a 20:00 hrs. Sábados y Domingos 10:00 a 18:00 hrs. 

- Las fotografías del artículo son referenciales. Revisa la descripción y pregúntanos si aún tienes dudas.

- MEDIOS DE PAGO : MERCADO PAGO , Tarjeta de Crédito (6 a 12 Meses precio sin interés), Débito o Transferencia

- PREGUNTENOS si tienes cualquier duda, estamos para ayudarte y resolver todo. 

NUESTRO SERVICIO TÉCNICO DE CELULARES, REPARAMOS O CAMBIAMOS
- Flex de Carga 
- Cambio de pantalla / Cristal Glass
- Reparaciones en Placas
- Software
- Cámaras frontales 
- Cámaras traseras 
- Botón Home 
- Auricular 
- Sensor de Proximidad
- Problemas de Audio 
- Entre otras situaciones que mantenga su equipo celular

===================================",22140,kvs_primary good_quality_thumbnail immediate_payment cart_eligible shipping_guaranteed,1,http://http2.mlstatic.com/D_911253-MLC69374552747_052023-I.jpg,https://articulo.mercadolibre.cl/MLC-1201543595-pantalla-para-samsung-galaxy-a03-mica-de-regalo-ltc-_JM,RM (Metropolitana),Estacion Central,4,0,0,0,1,3,4.8,0,0," Pantalla gruesa, se ve buena calidad, funciona bien. Buena calidad excelente producto.",768672430,VENTASLATIENDADELCELULAR,credits_profile normal mshops messages_as_seller,RM (Metropolitana),Estacion Central,1,5,935,106,1041,0.74,0.02,0.24,155,0,0,0.0059,,,A03,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC583428537,Pantalla Compatible Con Huawei Mate 10 Lite ,MLC48906,"================= FIXMOBILE ======================


 ESPECIFICACIONES TÉCNICAS:
| - (1) Pantalla Calidad Original MATE 10 LITE 
| - Color: Blanco / Negro 

-------------------------------------------------------------------------------------------- 

| PRECIOS PREFERENCIALES EN INSTALACIÓN

 EN NUESTRO LOCAL PARA NUESTROS CLIENTES DE MERCADO LIBRE 

-------------------------------------------------------------------------------------------- 

DESPACHO O RETIRO:

| Delivery y Envíos a todo Chile !

| Puedes retirar el producto de forma personal en nuestra tienda física. 
 
| Si vives en una zona alejada a nuestra tienda, puedes utilizar Mercado Envíos,
 que nos permite llegar a cualquier parte del país y te enviamos el producto a la sucursal
 de correo más cercana a tu casa u oficina, estés donde estés.



 Estamos ubicados en el centro de la ciudad de Viña del Mar !

-------------------------------------------------------------------------------------------

MEDIOS DE PAGO:

- Transferencia, efectivo y puedes pagar con tarjeta de credito hasta en 12 cuotas a través de mercado pago !

-------------------------------------------------------------------------------------------- 

| EN CASO DE ALGÚN PROBLEMA POR FAVOR NO INICIE UN RECLAMO 

YA QUE POR LAS NUEVAS POLÍTICAS DE MERCADO LIBRE SOLO NOS GENERA PROBLEMAS 

CON LA REPUTACIÓN 

================= FIXMOBILE ======================",19990,good_quality_thumbnail loyalty_discount_eligible kvs_primary immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_866725-MLC53642600138_022023-I.jpg,https://articulo.mercadolibre.cl/MLC-583428537-pantalla-compatible-con-huawei-mate-10-lite-_JM,Valparaíso,Viña Del Mar,0,1,0,0,0,1,0,0,0,,709729032,FIXMOBILEVIÑA,normal mshops credits_profile messages_as_seller,Valparaíso,Viña Del Mar,3,5,2906,440,3346,0.89,0.05,0.06,602,0.0137,0.0253,0,huawei,,mate 10 lite,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1372643621,Pantalla Compatible Con Moto E13,MLC48906,"================= FIXMOBILE ======================


 ESPECIFICACIONES TÉCNICAS:

Pantalla Original Moto E13

Color:  Negro

-------------------------------------------------------------------------------------------- 

| PRECIOS PREFERENCIALES EN INSTALACIÓN

 EN NUESTRO LOCAL PARA NUESTROS CLIENTES DE MERCADO LIBRE 

-------------------------------------------------------------------------------------------- 

DESPACHO O RETIRO:

| Delivery y Envíos a todo Chile !

| Puedes retirar el producto de forma personal en nuestra tienda física. 
 
| Si vives en una zona alejada a nuestra tienda, puedes utilizar Mercado Envíos,
 que nos permite llegar a cualquier parte del país y te enviamos el producto a la sucursal
 de correo más cercana a tu casa u oficina, estés donde estés.



 Estamos ubicados en el centro de la ciudad de Viña del Mar !

-------------------------------------------------------------------------------------------

MEDIOS DE PAGO:

- Transferencia, efectivo y puedes pagar con tarjeta de credito hasta en 12 cuotas a través de mercado pago !

-------------------------------------------------------------------------------------------- 

EN CASO DE TENER ALGUN PROBLEMA CON SU PRODUCTO AGRADECERIAMOS DIRIGIRLE EN PRIMERA INSTANCIA A NOSOTROS POR INTERNO PARA OFRECERLE LA MEJOR SOLUCIÓN A SU CASO,


================= FIXMOBILE ======================",24000,kvs_primary good_quality_thumbnail immediate_payment cart_eligible,50,http://http2.mlstatic.com/D_764818-MLC54921520050_042023-I.jpg,https://articulo.mercadolibre.cl/MLC-1372643621-pantalla-compatible-con-moto-e13-_JM,Valparaíso,Viña Del Mar,0,0,0,0,0,0,0,0,0,,709729032,FIXMOBILEVIÑA,normal mshops credits_profile messages_as_seller,Valparaíso,Viña Del Mar,3,5,2906,440,3346,0.89,0.05,0.06,602,0.0137,0.0253,0,MOTO,,E13,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC955029418,Pantalla Samsung A02s (con Marco),MLC48906,"================= FIXMOBILE ======================


 ESPECIFICACIONES TÉCNICAS:

Pantalla Samsung A02s (con marco)

-------------------------------------------------------------------------------------------- 

| PRECIOS PREFERENCIALES EN INSTALACIÓN

 EN NUESTRO LOCAL PARA NUESTROS CLIENTES DE MERCADO LIBRE 

-------------------------------------------------------------------------------------------- 

DESPACHO O RETIRO:
| Delivery y Envíos a todo Chile !

| Puedes retirar el producto de forma personal en nuestra tienda física. 
 
| Si vives en una zona alejada a nuestra tienda, puedes utilizar Mercado Envíos,
 que nos permite llegar a cualquier parte del país y te enviamos el producto a la sucursal de correo más cercana a tu casa u oficina, estés donde estés.

 Estamos ubicados en el centro de la ciudad de Viña del Mar !

-------------------------------------------------------------------------------------------

MEDIOS DE PAGO:

- Transferencia, efectivo y puedes pagar con tarjeta de credito hasta en 12 cuotas a través de mercado pago !

-------------------------------------------------------------------------------------------- 

| EN CASO DE ALGÚN PROBLEMA POR FAVOR NO INICIE UN RECLAMO 

YA QUE POR LAS NUEVAS POLÍTICAS DE MERCADO LIBRE SOLO NOS GENERA PROBLEMAS 

CON LA REPUTACIÓN 

================= FIXMOBILE ======================",28000,good_quality_thumbnail good_quality_picture kvs_primary immediate_payment cart_eligible,50,http://http2.mlstatic.com/D_824291-MLA53992865010_022023-I.jpg,https://articulo.mercadolibre.cl/MLC-955029418-pantalla-samsung-a02s-con-marco-_JM,Valparaíso,Viña Del Mar,4,0,0,0,1,3,4.8,0,0," Muy buen producto. No se puede comparar con la original pero me sorprendió, debido a que su pantalla al hacer presión no sufre decoloración y tampoco deformación como en otros modelos alternativos.
Recomendable. Excelente, muy facil de instalar.",709729032,FIXMOBILEVIÑA,normal mshops credits_profile messages_as_seller,Valparaíso,Viña Del Mar,3,5,2906,440,3346,0.89,0.05,0.06,602,0.0137,0.0253,0,samsung,,a02s,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1323916110,Pantalla  Huawei Mate 20 Lite /z-tel,MLC48906,"SOMOS Z-TEL REPUESTOS Y ACCESORIOS PARA TELEFONOS CELULARES HACEMOS ENVIOS A TODO CHILE, ESTAMOS EN CENTRO DE SANTIAGO Y SUCURSAL EN COPIAPO(NORTE)",20000,kvs_primary good_quality_thumbnail immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_718717-MLA53712261576_022023-I.jpg,https://articulo.mercadolibre.cl/MLC-1323916110-pantalla-huawei-mate-20-lite-z-tel-_JM,RM (Metropolitana),Santiago,1,0,0,0,0,1,5,0,0, Funcioono perfecto muchas gracias.,288539605,ZTEL.CL,normal mshops credits_profile messages_as_seller,RM (Metropolitana),Santiago,3,5,1720,212,1932,0.84,0.04,0.12,627,0.0029,0.0029,0.0014,Z-TEL,,COMPLETA,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1328851967,Pantalla Para Samsung A22 4g Sm-a225 Alternativa,MLC48906,"Pantalla para Samsung a22 4g alternativa con marco 
Somos z-tel repuestos hacemos envío a todo chile",29000,standard_price_by_channel good_quality_thumbnail kvs_primary immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_722046-MLC53777130170_022023-I.jpg,https://articulo.mercadolibre.cl/MLC-1328851967-pantalla-para-samsung-a22-4g-sm-a225-alternativa-_JM,RM (Metropolitana),Santiago,1,0,0,0,0,1,5,0,0,,288539605,ZTEL.CL,normal mshops credits_profile messages_as_seller,RM (Metropolitana),Santiago,3,5,1720,212,1932,0.84,0.04,0.12,627,0.0029,0.0029,0.0014,ztel,,a22 4g,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC987139206,Pantalla Para Samsung Galaxy A02s + Mica Regalo - Dcompras,MLC48906,"Pantalla compatible con Samsung A02s + Mica Protectora Regalo
Pantalla LCD para Galaxy A02s 

Modelos Compatibles: SM-A025F, SM-A025F/DS, SM-A025G, SM-A025G/DS, SM-A025M, SM-A025M/DS, SM-A025U, SM-A025V, SM-A025A, SM-A025U1, SM-A025AZ, SM-S124DL

TODOS LOS PRODUCTOS CON GARANTÍA 100% (SIEMPRE QUE ESTE EN LAS MISMAS CONDICIONES QUE SE ENTREGO CON SUS PLÁSTICOS, ADHESIVOS ETC.) Sin despegar.

Políticas de Compra, Medios de Pago y Preguntas Frecuentes se encuentran en las imágenes del producto.
Estamos Cercano a los Metro LO VIAL y DEPARTAMENTAL.
Hacemos envíos por Chile Express, Starken y Pullman a Regiones
Cualquier Duda será respondida a la Brevedad.",21830,good_quality_picture kvs_primary good_quality_thumbnail immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_959440-MLA69738515624_062023-I.jpg,https://articulo.mercadolibre.cl/MLC-987139206-pantalla-para-samsung-galaxy-a02s-mica-regalo-dcompras-_JM,RM (Metropolitana),San Miguel,0,0,0,0,0,0,0,0,0,,1073339417,DEASISCLO20220212191344,normal credits_profile messages_as_seller,RM (Metropolitana),San Miguel,3,5,5113,578,5691,0.92,0.04,0.04,824,0.0165,0.0136,0.0044,,A,A02s,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC983804115,Pantalla Compatible Huawei Y9 Prime 2019 Fullphone,MLC48906,"Gracias por visitar FULLPHONE 

• Local establecido FULLPHONE
• Es facil ubicarnos FULLPHONE
• Disponemos de otras pantallas para iphone,huawei,samsung
• Somos FULLPHONE 

Horarios de atencion : 

• Lunes a viernes de 11:00 hrs a 19:00 Hrs
•Sabado de 11:00 hrs a 15:00 hrs
Estamos cercanos al metro ñuble 

PANTALLA LCD MAS TACTIL HUAWEI Y9 PRIME 2019 

* PRODUCTO CON GARANTIA SIEMPRE Y CUANDO SEA DEVUELTO EN EL MISMO ESTADO QUE SE ENVIO SIN USO CON TODOS SUS PLASTICOS NO QUEBRADO NI RAYADO DEBE SER DEVUELTO EN EL MISMO ESTADO QUE SE ENVIO PRUDUCTO PEGADO INSTALADO NO TIENE GARANTIA REPUESTO DEBE PROBAR ANTES DE INSTALAR * 

Si a tu equipo le ocurre lo siguiente 

• Pantalla tactil se encuentra con fallas
• Pantalla se encuentra con rayas o trizada
• Pantalla no muestra imagen
• Pantalla con pixeles quemados
•Entonces es este el repuesto que necesitas


Para el siguiente modelo huawei y9 prime 2019


Consulte por el servicio de instalacion con un valor adicional",24000,good_quality_thumbnail kvs_primary good_quality_picture immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_667761-MLC49677534281_042022-I.jpg,https://articulo.mercadolibre.cl/MLC-983804115-pantalla-compatible-huawei-y9-prime-2019-fullphone-_JM,RM (Metropolitana),Santiago,0,0,0,0,0,0,0,0,0,,132853685,FULLPHONEE,normal mshops credits_profile messages_as_seller,RM (Metropolitana),Santiago,1,5,714,90,804,0.93,0.01,0.06,210,0,0,0,Generica,Huawei y9 prime 2019,Huawei y9 prime 2019,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1893926126,Pantalla Lcd+tactil Compatible Con Samsung A32 5g Oled,MLC48906,,32990,good_quality_thumbnail immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_759691-MLC71238268548_082023-I.jpg,https://articulo.mercadolibre.cl/MLC-1893926126-pantalla-lcdtactil-compatible-con-samsung-a32-5g-oled-_JM,RM (Metropolitana),La Florida,0,0,0,0,0,0,0,0,0,,280532776,DEWINVARELA,credits_profile normal mshops messages_as_seller,RM (Metropolitana),La Florida,3,5,1602,182,1784,0.91,0,0.09,441,0.0021,0.0022,0.0021,Compatible con Samsung A32 5G Oled,,Compatible con Samsung A32 5G Oled,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1353484476,Pantalla Motorola E40 Tipo Original/ztel,MLC48906,"-Pantalla compatible para Motorola E40
-Calidad TIPO ORIGINAL
-Excelente resolución.",20000,good_quality_thumbnail kvs_primary immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_617810-MLA54134485069_032023-I.jpg,https://articulo.mercadolibre.cl/MLC-1353484476-pantalla-motorola-e40-tipo-originalztel-_JM,RM (Metropolitana),Santiago,0,0,0,0,0,0,0,0,0,,288539605,ZTEL.CL,normal mshops credits_profile messages_as_seller,RM (Metropolitana),Santiago,3,5,1720,212,1932,0.84,0.04,0.12,627,0.0029,0.0029,0.0014,ZTEL,,PANTALLA COMPLETA,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1477375210,Pantalla Para Xiaomi Rdemi Note 9 + Mica Kit / Envio Gratis,MLC48906,"Gracias por visitar nuestra tienda,Esperamos poder brindarle un servicio de calidad!!

El paquete incluye:
-1 Touch Pantalla Lcd Display
-1 Vidrio templado gratis
-1 Establecer Herramientas para reparar


NO RETIRAR MICAS O SELLOS NI INSTALAR EN EL EQUIPO.

¡ IMPORTANTE !
RECOMENDAMOS A NUESTRO CLIENTE QUE REVISEN LA PANTALLA ANTES DE INSTALAR EN EL EQUIPO.
PRUEBA LA PANTALLA, SI FUNCIONA SIN PROBLEMA. ENTONCES INSTALAR EN SU EQUIPO.
PORQUE UNA VEZ INSTALADO, SIGNIFICA QUE EL CLIENTE ACEPTA EL PRODUCTO SIN PROBLEMAS Y FINALIZA EN ESE MOMENTO SU GARANTIA.
PARA PROTEGER SUS INTERESES. ENTREGAR AL TECNICO PARA REPARAR SU CELULAR.

¿Qué necesito para hacer válida mi garantía?
Es muy importante que la instalación sea realizada por un técnico experimentado, y es necesario que el producto se pruebe en el dispositivo antes de instalarlo (no ensamblado y pegado) y corroborar su correcto funcionamiento, además de no quitar las lentes ni los sellos hasta Ha sido probado sin problema.
(No aplica debido a una mala instalación y mal manejo de los componentes)


****RESPUESTAS A PREGUNTAS FRECUENTES****

Cómo comprar?
- Para adquirir el artículo con envío, presiona en ""Comprar"", eliges el tipo de pago, la dirección ( ten cuidado de meter los datos correctos ya que no se puede modificar posteriormente ) y una vez que esté lista, te pide confirmación. Realizas el pago según el método seleccionado y una vez que se acredite, el sitio te enviará un correo y/o notificación. Te confirmamos la compra vía mensaje con el rastreo y procedemos a realizar el envío.

Si el embalaje del producto es lo suficientemente profesional?
- Garantizamos que el embalaje del producto está intacto antes de enviarlo.

Si el envío es oportuno y preciso?
- Todos nuestros productos están listos para envío inmediato.En circunstancias normales, recibirá su producto después de 2-5 días hábiles.


****¡Gracias por venir, espero cooperar de nuevo! ¡Le deseo una vida feliz!****",21980,kvs_primary good_quality_thumbnail immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_704060-MLC54771617227_032023-I.jpg,https://articulo.mercadolibre.cl/MLC-1477375210-pantalla-para-xiaomi-rdemi-note-9-mica-kit-envio-gratis-_JM,RM (Metropolitana),Santiago,1,0,0,0,0,1,5,0,0," Muy bien, confiable, cumplió la funcion.",1324108941,GIRASOL91028,normal credits_profile messages_as_seller,RM (Metropolitana),Santiago,3,5,4870,146,5016,0.79,0.12,0.09,2412,0.0028,0.0146,0,Genérica,,,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC917118672,Pantalla Huawei P20 Lite ,MLC48906,"================= FIXMOBILE ======================


 ESPECIFICACIONES TÉCNICAS:

Pantalla Huawei p20 lite 
-------------------------------------------------------------------------------------------- 

| PRECIOS PREFERENCIALES EN INSTALACIÓN

 EN NUESTRO LOCAL PARA NUESTROS CLIENTES DE MERCADO LIBRE 

-------------------------------------------------------------------------------------------- 

DESPACHO O RETIRO:

| Delivery y Envíos a todo Chile !

| Puedes retirar el producto de forma personal en nuestra tienda física. 
 
| Si vives en una zona alejada a nuestra tienda, puedes utilizar Mercado Envíos,
 que nos permite llegar a cualquier parte del país y te enviamos el producto a la sucursal
 de correo más cercana a tu casa u oficina, estés donde estés.



 Estamos ubicados en el centro de la ciudad de Viña del Mar !

-------------------------------------------------------------------------------------------

MEDIOS DE PAGO:

- Transferencia, efectivo y puedes pagar con tarjeta de credito hasta en 12 cuotas a través de mercado pago !

-------------------------------------------------------------------------------------------- 

| EN CASO DE ALGÚN PROBLEMA POR FAVOR NO INICIE UN RECLAMO 

YA QUE POR LAS NUEVAS POLÍTICAS DE MERCADO LIBRE SOLO NOS GENERA PROBLEMAS 

CON LA REPUTACIÓN 

================= FIXMOBILE ======================",20900,kvs_primary loyalty_discount_eligible good_quality_thumbnail immediate_payment cart_eligible,50,http://http2.mlstatic.com/D_725895-MLC53783474880_022023-I.jpg,https://articulo.mercadolibre.cl/MLC-917118672-pantalla-huawei-p20-lite-_JM,Valparaíso,Viña Del Mar,0,1,0,0,1,1,0,0,0,,709729032,FIXMOBILEVIÑA,normal mshops credits_profile messages_as_seller,Valparaíso,Viña Del Mar,3,5,2906,440,3346,0.89,0.05,0.06,602,0.0137,0.0253,0,huawei,,p20 lite,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC968266038,Pantalla Para LG Stylus 3 - Dcompras,MLC48906,"Pantalla Lg Stylus 3 - Dcompras
Modelos Compatibles: M400, LS777, LGMP450, LGL84VL, M430, M40, LGL83BL
TODOS LOS PRODUCTOS CON GARANTÍA 100% (SIEMPRE QUE ESTE EN LAS MISMAS CONDICIONES QUE SE ENTREGO CON SUS PLÁSTICOS, ADHESIVOS ETC.) Sin despegar.

Políticas de Compra, Medios de Pago y Preguntas Frecuentes se encuentran en las imágenes del producto.
Estamos Cercano a los Metro LO VIAL y DEPARTAMENTAL.
Hacemos envíos por Chile Express, Starken y Bluexpress a Regiones
Cualquier Duda sera respondida a la Brevedad.",31990,good_quality_thumbnail kvs_primary immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_609745-MLC49254179980_032022-I.jpg,https://articulo.mercadolibre.cl/MLC-968266038-pantalla-para-lg-stylus-3-dcompras-_JM,RM (Metropolitana),San Miguel,1,0,0,0,0,1,5,0,0,,1073339417,DEASISCLO20220212191344,normal credits_profile messages_as_seller,RM (Metropolitana),San Miguel,3,5,5113,578,5691,0.92,0.04,0.04,824,0.0165,0.0136,0.0044,,,,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC987264894,Pantalla Para Samsung Galaxy A9 2018 Oled + Mica Regalo,MLC48906,"Pantalla para Samsung Galaxy A9 2018 OLED + Mica Regalo
Pantalla compatible con Samsung Galaxy A9 2018
Calidad OLED

Modelos Compatibles:
SM-A920F, SM-A9200, SM-A920N

TODOS LOS PRODUCTOS CON GARANTÍA 100% (SIEMPRE QUE ESTE EN LAS MISMAS CONDICIONES QUE SE ENTREGO CON SUS PLÁSTICOS, ADHESIVOS Y SIN INSTALAR, ETC.) Sin despegar.

Políticas de Compra, Medios de Pago y Preguntas Frecuentes se encuentran en las imágenes del producto.
Estamos Cercano a los Metro LO VIAL y DEPARTAMENTAL.
Hacemos envíos por Chile Express, Starken  a Regiones
Cualquier Duda será respondida a la Brevedad.",54990,poor_quality_thumbnail kvs_primary immediate_payment cart_eligible,1,http://http2.mlstatic.com/D_959220-MLC49754556273_042022-I.jpg,https://articulo.mercadolibre.cl/MLC-987264894-pantalla-para-samsung-galaxy-a9-2018-oled-mica-regalo-_JM,RM (Metropolitana),San Miguel,2,0,0,0,1,1,4.5,0,0, Un poco frágil así qué hay que tener cuidado.,1073339417,DEASISCLO20220212191344,normal credits_profile messages_as_seller,RM (Metropolitana),San Miguel,3,5,5113,578,5691,0.92,0.04,0.04,824,0.0165,0.0136,0.0044,,A,A9 2018,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
MLC1323923176,Altavoz Motorola  G30  /z-tel,MLC48906,"SOMOS Z-TEL REPUESTOS Y ACCESORIOS PARA TELEFONOS CELULARES HACEMOS ENVIOS A TODO CHILE, ESTAMOS EN CENTRO DE SANTIAGO Y SUCURSAL EN COPIAPO(NORTE)",4990,good_quality_thumbnail kvs_primary standard_price_by_channel immediate_payment cart_eligible shipping_guaranteed,1,http://http2.mlstatic.com/D_916319-MLA53712275517_022023-I.jpg,https://articulo.mercadolibre.cl/MLC-1323923176-altavoz-motorola-g30-z-tel-_JM,RM (Metropolitana),Santiago,0,0,0,0,0,0,0,0,0,,288539605,ZTEL.CL,normal mshops credits_profile messages_as_seller,RM (Metropolitana),Santiago,3,5,1720,212,1932,0.84,0.04,0.12,627,0.0029,0.0029,0.0014,Z-TEL,,COMPLETA,,,,,,,,,,,,,,,,,,Nuevo,,,,,,,,,,,,,,,,,,,
